word,phonetic,translation,tag
course,kɒ:s,"n. 课程, 路线, 过程, 一道菜, 道路\nv. 追, (使)跑",zk
cousin,'kʌzәn,"n. 堂兄弟姊妹, 表兄弟姊妹\n[法] 同辈表亲或堂亲",zk
cover,'kʌvә,"n. 盖子, 封面, 藉口\nvt. 覆盖, 掩饰, 保护, 掩护, 包括\nvi. 覆盖",zk
cow,kau,"n. 母牛, 母兽\nvt. 威胁",zk
crayon,'kreiәn,"n. 蜡笔, 蜡笔画\nvt. 以蜡笔作画",zk
crazy,'kreizi,"a. 发狂的, 狂热的",zk
create,kri:'eit,"vt. 创造, 建造, 引起, 任命",zk
cross,krɒs,"n. 十字架, 十字架形物件, 交叉, 十字标, 交叉路, 磨难, 杂交\na. 生气的, 交叉的, 相反的\nv. 交叉, 横过, 越过\n[计] 交叉, 十字标",zk
cruel,'kru:әl,"a. 残酷的, 令人极痛苦的\n[法] 残忍的, 残酷的",zk
cry,krai,"n. 叫声, 哭声, 大叫\nvi. 哭, 叫, 喊\nvt. 叫喊, 大声说, 哭出",zk
culture,'kʌltʃә,"n. 文化, 修养, 耕种\nvt. 耕种, 培养",zk
cup,kʌp,"n. 杯子, 茶杯, 优胜杯\nvt. 使成杯状, 为...拔火罐",zk
cut,kʌt,"n. 切口, 割伤, 降低, 切, 割, 砍, 削, 伤口, 削减, 缩短, 删节, 通路\na. 经切割的, 缩减的\nvt. 切, 割, 减少, 刺痛, 开辟, 雕刻, 删节, 缩短, 停止, 排斥, 切断, 关, 显出\nvi. 切, 割, 砍, 刺痛, 相交, 抄近路, 剪辑\n[计] 剪切",zk
dad,dæd,"n. 爸爸, 爹爹",zk
daily,'deili,"a. 每日的, 日常的\nadv. 每日地, 日常地\nn. 日报",zk
dance,dæns. dɑ:ns,"n. 跳舞, 舞蹈, 舞会\nv. 跳舞",zk
danger,'deindʒә,"n. 危险, 威胁\n[法] 危险, 危险物, 危机",zk
dangerous,'deindʒәrәs,"a. 危险的\n[法] 危险的, 危害的",zk
dare,dєә,"n. 挑战, 挑动, 大胆\nv. 敢, 胆敢",zk
dark,dɑ:k,"n. 黑暗, 夜, 黄昏, 模糊\na. 黑暗的, 暗的, 深色的, 隐密的, 模糊的, 无知的",zk
date,deit,"n. 日期, 约会, 枣椰树\nvt. 约会, 定日期\nvi. 注明日期, 过时",zk
daughter,'dɒ:tә,n. 女儿\na. 女儿的,zk
day,dei,"n. 天, 日子, 白天, 工作日\n[医] 日(一昼夜), 昼, 白天",zk
dead,ded,"a. 死的, 不活泼的, 麻木的, 熄灭的\nn. 死者\nadv. 完全地, 直接地",zk
deaf,def,a. 聋的\n[医] 聋的,zk
deal,di:l,"n. 交易, 协定, 数量, 买卖, 松木板\nvi. 处理, 应付, 做生意\nvt. 分配, 发牌, 给予\n[计] 发牌",zk
dear,'diә,"n. 亲爱的人\na. 亲爱的, 昂贵的, 严重的, 急迫的\ninterj. 啊\nadv. 深爱地, 高价地",zk
death,deθ,n. 死亡\n[医] 死亡,zk
December,di'sembә,n. 十二月,zk
decide,di'said,"v. 决定, 判决",zk
decision,di'siʒәn,"n. 决定, 决心, 决断\n[计] 判定",zk
deep,di:p,"a. 深的\nadv. 深入地\nn. 深渊, 深处",zk
degree,di'gri:,"n. 程度, 度数, 学位, 度\n[医] 度, 程度",zk
delicious,di'liʃәs,a. 美味的,zk
dentist,'dentist,n. 牙科医生\n[医] 牙医师,zk
depend,di'pend,"vi. 靠, 视...而定, 信赖",zk
describe,di'skraib,"vt. 描述, 描绘, 画",zk
desk,desk,"n. 书桌, 办公桌, 工作台",zk
develop,di'velәp,"vt. 发展, 使发达, 进步, 洗印, 显影\nvi. 发展, 生长",zk
development,di'velәpmәnt,n. 发展\n[化] 展开,zk
dialogue,'daiәlɒg,n. 对话\nvi. 对话\nvt. 用对话表达,zk
diary,'daiәri,n. 日记\n[经] 日记簿,zk
dictionary,'dikʃәnәri,"n. 字典, 词典\n[计] 词典",zk
die,dai,"vi. 死亡, 消逝, 平息, 熄灭, 漠然, 渴望\nvt. 死\nn. 骰子, 冲模",zk
difference,'difәrәns,"n. 不同, 差异\n[计] 差分",zk
different,'difәrәnt,"a. 不同的\n[机] 差动, 微分的, 差速器",zk
difficult,'difikәlt,a. 困难的,zk
difficulty,'difikәlti,"n. 困难, 难点",zk
dig,dig,"vt. 挖, 翻土, 发掘\nvi. 挖掘\nn. 挖掘\n[计] 数字, 数位",zk
dinner,'dinә,"n. 晚餐, 正餐, 宴会",zk
direct,di'rekt,"a. 直接的, 坦白的\nvt. 指示, 指挥, 命令, 导演\nvi. 指导, 指挥\nadv. 直接地",zk
direction,di'rekʃәn,"n. 方向, 指导, 趋势\n[计] 方向; 流向",zk
director,di'rektә,"n. 主管, 导演, 董事\n[计] 寻向偶极子; 指挥仪",zk
dirty,'dә:ti,"a. 肮脏的, 卑鄙的\nvt. 弄脏\nvi. 变脏",zk
discover,dis'kʌvә,"vt. 发现, 找到, 暴露\nvi. 发现",zk
discovery,dis'kʌvәri,"n. 发现, 被发现的事物\n[法] 要求告知, 发现, 发觉",zk
discuss,dis'kʌs,"vt. 讨论, 论述\n[医] 讨论, 辩论",zk
discussion,dis'kʌʃәn,n. 讨论,zk
disease,di'zi:z,"n. 疾病, 弊病\n[医] [疾]病",zk
dish,diʃ,"n. 盘子, 碟, 菜肴\n[医] 皿, 碟",zk
dismiss,dis'mis,"vt. 解散, 开除, 解职\nvi. 解散\n[计] 解散",zk
disturb,dis'tә:b,"vt. 扰乱, 妨碍, 使不安\n[法] 滋扰, 扰乱",zk
divide,di'vaid,"vi. 分开, 分配, 分裂\nvt. 分, 分开, 分裂, 除\nn. 分配, 分水岭\n[计] 除",zk
do,du:,"v. 做, 进行, 完成",zk
doctor,'dɒktә,"n. 医生, 博士\nvt. 授以博士学位, 诊断, 修改\nvi. 行医",zk
dog,dɒg,"n. 狗, 坏蛋\nvt. 跟踪, 尾随",zk
doll,dɒl,"n. 洋娃娃, 无头脑的美丽女人",zk
dollar,'dɒlә,"n. 美元, 元(加、澳等国货币单位)\n[经] 纯经济的, 美元, 元",zk
door,dɒ:,n. 门,zk
double,'dʌbl,"n. 两倍\na. 两倍的, 双重的\nvt. 使加倍\nvi. 加倍, 代替, 快步走\n[计] 双精度型",zk
doubt,daut,"n. 怀疑, 疑惑\nv. 怀疑, 不信",zk
down,daun,"a. 向下的\nadv. 下, 下去, 降下\nprep. 往下, 沿着\nn. 丘陵, 软毛, 开阔的高地\n[计] 向下, 退下命令",zk
downstairs,'daun'stєәz,n. 楼下\na. 楼下的\nadv. 在楼下,zk
dozen,'dʌzn,"n. 打, 十二个\na. 一打的",zk
draw,drɒ:,"vi. 拉, 拖, 拔剑\nvt. 拖拉, 挨近, 领取, 打成平局, 引导, 抽签决定, 画, 描写, 制订, 草拟, 吸引\nn. 拉, 拖, 拔出, 抽签, 平局\n[计] 翻牌, 绘图",zk
drawer,'drɒ:ә,"n. 抽屉, 开票人\n[计] 抽屉",zk
dream,dri:m,"n. 梦, 空想, 愿望\nv. 做梦, 想象, 梦想",zk
dress,dres,"n. 服装, 覆盖物\nvi. 穿着\nvt. 给...穿衣, 整理",zk
drink,driŋk,"n. 饮料, 酒\nv. 喝, 喝酒",zk
drive,draiv,"n. 驾车, 快车道, 推进力, 驱动, 动力, 击球, 驱动器\nvt. 开车, 驱使, 推动, 驾驶\nvi. 开车, 猛击, 飞跑\n[计] 驱动器",zk
driver,'draivә,"n. 驾驶员, 驱动器, 驱动程序\n[化] 驱动器",zk
drop,drɒp,"n. 滴, 微量, 落下, 空投\nvi. 放下, 掉下, 下降\nvt. 使滴下, 放下, 丢失, 遗漏\n[计] 投入, 投入点, 接入点, 分接点",zk
drug,drʌg,"n. 药, 麻药, 麻醉药\nvi. 吸毒\nvt. 使服麻醉药, 使麻木",zk
drum,drʌm,"n. 鼓, 鼓声\nvi. 击鼓, 作鼓声\nvt. 打鼓奏出\n[计] 磁鼓",zk
dry,drai,"a. 干的, 无酒的, 枯燥无味的, 干燥的\nvt. 把...弄干\nvi. 变干\nn. 干, 干涸",zk
duck,dʌk,"n. 鸭子\nvi. 没入水中, 闪避\nvt. 猛按...入水, 躲避",zk
dumpling,'dʌmpliŋ,"n. 面团布丁, 团子",zk
during,'djuәriŋ,prep. 在...的时候,zk
duty,'dju:ti,"n. 责任, 关税, 职务, 尊敬\n[化] 职责",zk
dvd,,abbr. 数字化视频光盘（Digital Video Disk）,zk
each,i:tʃ,"a. 每个, 每一\nadv. 每个\npron. 每个, 个人, 各自",zk
ear,iә,"n. 耳朵, 倾听, 听觉, 穗\nvi. 抽穗",zk
early,'ә:li,"a. 早的, 早熟的\nadv. 很早, 初",zk
earth,ә:θ,"n. 地球, 泥土, 世界, 尘世\nvt. 埋入土中, 赶入洞内\nvi. 躲入洞内",zk
east,i:st,"n. 东方, 东\na. 东方的, 向东的\nadv. 向东方, 朝东方",zk
easy,'i:zi,"a. 容易的, 缓缓的, 舒适的, 从容的, 宽容的, 流畅的, 随便的, 自在的, 疲软的\nadv. 容易地, 慢慢地",zk
eat,i:t,"v. 吃, 腐蚀",zk
edge,edʒ,"n. 边缘, 尖锐, 刀刃, 优势\nvt. 使锐利, 挤进, 镶边\nvi. 缓缓移动",zk
education,.edju'keiʃәn,"n. 教育, 训练, 教育学\n[医] 教育, 训练",zk
effort,'efәt,"n. 努力, 成就",zk
egg,eg,"n. 蛋, 卵\nvt. 挑唆, 煽动, 调蛋黄",zk
eight,eit,"num. 八, 八个",zk
eighteen,'ei'ti:n,"num. 十八, 十八个",zk
eighth,eitθ,"num. 第八, 八分之一",zk
eighty,'eiti,"num. 八十, 八十个",zk
either,'i:ðә,"a. (两者之中)任一的, (两者之中)各一的\npron. (两者之中)任一\nconj. 或, 要么",zk
elder,'eldә,"n. 年长者, 老人, 前辈\na. 年长的, 资深的",zk
electric,i'lektik,"a. 电的, 导电的, 电动的\n[医] 电的",zk
elephant,'elifәnt,n. 象,zk
eleven,i'levn,"num. 十一, 十一个",zk
else,els,"a. 别的, 其他的\nadv. 另外, 否则, 不然",zk
email,'i:'meil,n. 电子信函,zk
empty,'empti,"a. 空的, 空虚的, 空腹的, 空洞的\nn. 空的东西, 空车\nvt. 倒空, 使变空, 使排出\nvi. 流空\n[计] 空",zk
encourage,in'kʌridʒ,"vt. 鼓励, 支持, 激励\n[法] 怂恿, 煽动, 助长",zk
end,end,"n. 结束, 终点, 目标, 末端, 梢, 死亡, 残余\nv. 结束, 终结, 终止\n[计] 端; 结束",zk
enemy,'enimi,"n. 敌人, 仇敌, 敌军\na. 敌人的",zk
energy,'enәdʒi,"n. 精力, 精神, 活力, 能量\n[化] 能; 能量",zk
engineer,.endʒi'niә,"n. 工程师, 工兵\nvt. 设计, 监造, 精明地处理, 策划",zk
England,'iŋglәnd,"n. 英格兰\n[法] 英格兰, 英国",zk
English,'iŋgliʃ,"n. 英语\na. 英文的, 英国人的",zk
enjoy,in'dʒɒi,"vt. 享受, 喜欢, 欣赏\n[法] 享受, 享有, 获得某种利益",zk
enough,i'nʌf,"n. 充足, 够, 很多\na. 充足的, 足够\nadv. 足够\ninterj. 够了",zk
enter,'entә,"vt. 进入, 参加, 开始, 输入, 回车\nvi. 进去, 参加\n[计] 输入, 回车",zk
environment,in'vairәnmәnt,"n. 环境, 外界, 围绕\n[计] 环境",zk
eraser,i'reisә,n. 擦子,zk
especially,i'speʃәli,"adv. 尤其, 特别, 格外",zk
Europe,'juәrәp,n. 欧洲,zk
European,.juәrә'pi:әn,"n. 欧洲人\na. 欧洲的, 欧洲人的",zk
even,'i:vәn,"a. 平坦的, 相等的, 连贯的, 均等的, 公平的, 偶数的, 平均的, 平衡的, 恰好的\nvt. 使平坦, 使相等\nvi. 变平, 成为相等\nadv. 甚至, 实际上, 完全, 十分\nn. 偶数, 偶校验\n[计] 偶数, 偶校验",zk
evening,'i:vniŋ,"n. 傍晚, 晚间, 末期",zk
ever,'evә,"adv. 曾经, 究竟, 永远",zk
every,'evri,"a. 每一, 所有的",zk
everybody,'evribɒdi,"pron. 每个人, 人人",zk
everyday,'evri'dei,"a. 每天的, 日常的, 平常的",zk
everyone,'evriwʌn,"pron. 每个人, 人人\n[计] 系统中的一个组名",zk
everything,'evriθiŋ,"pron. 每件事物, 所有事物",zk
everywhere,'evrihwєә,"adv. 各处, 到处",zk
exam,ig'zæm,"n. 考试, 测验",zk
examination,ig.zæmi'neiʃәn,"n. 考试, 测验, 审查\n[医] 检查, 诊察",zk
examine,ig'zæmin,"v. 检查, 调查, 考试",zk
example,ig'zæmpl,"n. 例子, 样本, 实例\n[化] 实例",zk
excellent,'ekslәnt,"a. 优良的, 杰出的, 出色的",zk
except,ik'sept,"vt. 除, 除外\nvi. 反对\nprep. 除了...之外, 若不是, 除非\nconj. 只是",zk
excite,ik'sait,"vt. 刺激, 使兴奋, 激励",zk
excuse,ik'skju:z,"vt. 原谅, 申辩, 做为...的托辞\nn. 致歉, 理由, 饶恕, 借口",zk
exercise,'eksәsaiz,"n. 行使, 执行, 运动, 练习, 作业\nvt. 运用, 练习, 运动\nvi. 练习, 锻炼",zk
expect,iks'pekt,"vt. 预期, 盼望, 期待",zk
expensive,ik'spensiv,"a. 贵的, 奢华的, 费用浩大的, 乱化钱的\n[经] 高价的, 昂贵的, 浪费的",zk
experience,ik'spiәriәns,"n. 经历, 经验, 体验\nvt. 经历, 经验, 体验",zk
experiment,ik'sperimәnt,"n. 实验, 试验, 实验仪器\nvi. 实验, 尝试",zk
explain,ik'splein,"v. 解释, 说明",zk
express,ik'spres,"n. 快车, 快递, 专使\na. 明确的, 丝毫不差的, 专门的, 快的\nvt. 表达, 表示, 表露",zk
eye,ai,"n. 眼睛, 视力, 看\nvt. 看, 注视",zk
face,feis,"n. 脸, 面容, 正面, 外观\nvt. 面对, 朝, 正视, 面临\nvi. 朝, 向\n[计] 现场可改变的控制元件",zk
fact,fækt,"n. 事实, 真实性, 真相, 细节, 论据",zk
factory,'fæktәri,"n. 工厂, 产生地, 代理店\n[经] 工厂, 代理店, 商行在国外的代理处",zk
fail,feil,"vi. 失败, 缺乏, 中断, 衰退, 失灵\nvt. 忘记, 使...失望, 缺乏, 不及格\nn. 不及格",zk
fair,fєә,"n. 展览会, 市集, 美好的事物\na. 公平的, 按规则进行的, 不好不坏的, 晴朗的, 美丽的\nadv. 公平地, 正面地, 有教养地, 清楚地\nvi. 转晴",zk
fall,fɒ:l,"n. 落下, 瀑布, 采伐量, 下降, 落差, 降低, 堕落, 秋天\nvi. 倒下, 落下, 来临, 失守, 阵亡, 下跌, 减弱, 倾斜, 垮台, 轮到, 变成, 降低\na. 秋天的",zk
family,'fæmәli,"n. 家庭, 家人, 族\na. 家庭的",zk
famous,'feimәs,"a. 出名的, 极好的",zk
fan,fæn,"n. 风扇, 迷, 狂热者, 爱好者\nvt. 煽动, 刺激, 吹拂\nvi. 飘动, 成扇形散开",zk
fantastic,fæn'tæstik,"a. 奇妙的, 稀奇的, 空想的",zk
far,fɑ:,"a. 远的, 久远的, 遥远的\nadv. 甚远地, 很, 到很深的程度, 到很远的距离",zk
farm,fɑ:m,"n. 农场, 农田\nvt. 耕种\nvi. 种田",zk
farmer,'fɑ:mә,"n. 农夫, 农场主\n[法] 农民, 农场主, 承包者",zk
fast,fɑ:st,"a. 快速的, 紧的\nadv. 很快地, 紧紧地, 彻底地\nn. 绝食, 斋戒\nvi. 绝食, 斋戒",zk
fat,fæt,"n. 脂肪, 脂油, 肥肉\na. 肥的, 胖的, 油腻的\nn. 文件分配表\n[计] 文件分配表",zk
father,'fɑ:ðә,"n. 父亲, 祖先, 长辈, 神父, 创始者\nvt. 当...的父亲, 保护, 创作, 发明, 培养",zk
favourite,'feivәrit,"n. 喜欢的事物\na. 喜爱的, 宠爱的",zk
fear,fiә,"n. 恐怖, 害怕, 担心\nv. 害怕, 恐惧, 为...担心, 敬畏",zk
February,'februәri,n. 二月,zk
feed,fi:d,"n. 饲料, 一餐, 饲养\nvt. 喂, 饲养, 放牧, 靠...为生\nvi. 吃东西, 用餐, 流入\n[计] 送纸",zk
feel,fi:l,"vt. 感觉, 觉得, 触摸, 以为\nvi. 有知觉, 摸索, 同情\nn. 感觉, 觉得, 触摸",zk
feeling,'fi:liŋ,"n. 摸, 触觉, 知觉, 感觉, 情绪, 同情\na. 有同情心的, 有感觉的, 仁慈的, 动人的",zk
festival,'festәvәl,"a. 节日的, 喜庆的, 快乐的\nn. 节日, 庆祝, 欢宴",zk
fetch,fetʃ,"n. 取得, 拿, 诡计, 魂\nvt. 接来, 取来, 售得, 带来, 推出, 引出, 杀死, 吸引, 到达\nvi. 取物, 前进\n[计] 取",zk
fever,'fi:vә,"n. 发烧, 发热, 热病\n[医] 发热, 热",zk
few,fju:,"a. 很少的, 不多的, 少数的\nn. 少数",zk
field,fi:ld,"n. 领域, 田地, 场地, 战场, 场, 域\nvt. 使...晒在场上, 使上场\na. 田间的, 野生的, 野外的, 田赛的\n[计] 域, 字段",zk
fifteen,'fif'ti:n,"num. 十五, 十五个",zk
fifth,fifθ,"num. 第五, 五分之一",zk
fifty,'fifti,"num. 五十, 五十个",zk
fight,fait,"n. 打架, 争吵, 斗志\nv. 对抗, 打架",zk
fill,fil,"vt. 装满, 填充, 弥漫, 供给, 满足, 供应\nvi. 充满, 变得沉重\nn. 满足, 装满, 充分, 填方\nvt. 填充\nvi. 填充\n[计] 填充",zk
film,film,"n. 软片, 薄膜, 胶卷, 电影\nvt. 覆以薄膜, 拍摄\nvi. 生薄膜, 拍电影",zk
final,'fainl,"n. 期末考试, 结局, 决赛\na. 最后的, 终极的, 决定性的",zk
find,faind,"vt. 发现, 感到, 找到, 认为, 得到\nvi. 裁决\nn. 发现\n[计] 查找; DOS外部命令:在指定的文件或从键盘输入的文本行中\n寻找指定的字符串, 将符合条件的行或行数输出到标准输出设备上",zk
fine,fain,"n. 罚款, 罚金, 晴天, 精细\na. 好的, 晴朗的, 健康的, 细小的, 精细的\nvt. 罚款, 精炼, 澄清\nvi. 变清, 变细\nadv. 很好\n[计] 精细",zk
finger,'fiŋgә,"n. 手指, 指状物, (手套的)手指部分, 指针\nv. 用手指拨弄, 伸出\n[计] 网络命令",zk
finish,'finiʃ,"n. 完成, 结束, 末道漆, 磨光, 完美\nvt. 完成, 结束, 用完, 毁掉\nvi. 结束\n[计] 完成",zk
fire,'faiә,"n. 火, 炉火, 电炉, 火灾, 闪光体, 炮火, 热情\nvt. 点燃, 烧制, 使发光, 激动, 放枪, 解雇\nvi. 着火, 烧火, 开枪, 射击, 激动",zk
first,fә:st,"adv. 首先, 第一, 优先\na. 第一的\nnum. 第一\nn. 开始, 第一",zk
fish,fiʃ,"n. 鱼, 鱼肉, 鱼类, 接合板\nvt. 钓, 钓鱼, 查出, 用接合板连接\nvi. 捕鱼, 钓鱼, 用钩捞取, 摸索寻找",zk
fisherman,'fiʃәmәn,"n. 渔夫, 钓鱼者, 渔船",zk
fit,fit,"n. 适宜, 合身, 发作, 痉挛\na. 适宜的, 对的, 准备好的\nvt. 适合, 安装, 使合身, 使适应, 使合格\nvi. 适合, 符合, 合身\n[计] 非特",zk
five,faiv,"num. 五, 五个",zk
fix,fiks,"vt. 使固定, 修理, 准备, 安装, 凝视, 牢记, 确定, 整理\nvi. 固定, 注视, 确定\nn. 困境, 方位, 维修, 贿赂",zk
flag,flæg,"n. 标志, 旗标, 旗子, 信号旗, 菖蒲\nvt. 悬旗, 打旗号, 铺石板\nvi. 无力地下垂\n[计] 标志; 属性标记命令",zk
flat,flæt,"a. 平坦的, 单调的, 无力的, 浅的, 萧条的, 干脆的, 无聊的\nadv. 平直地, 断然地\nn. 扁平物, 平面, 平地, 平原, 平板车\nv. (使)变平",zk
floor,flɒ:,"n. 地板, 楼层, 底部, 底价\nvt. 铺地板, 打倒\nn. 地面, 地板, 基底\n[计] 基底",zk
flower,'flauә,"n. 花, 开花植物, 精华, 盛时\nvi. 开花, 发育, 旺盛, 成熟\nvt. 用花装饰, 使开花",zk
flu,flu:,"n. 流感, 流行性感冒",zk
fly,flai,"n. 苍蝇, 两翼昆虫, 飞行\nvi. 飞, 飞翔, 飘扬, 逃走\nvt. 飞, 飞越, 使飘扬, 逃出\na. 敏捷的",zk
follow,'fɒlәu,"vt. 跟随, 沿行, 遵循, 追求\nvi. 跟随, 接着\nn. 跟随, 追随",zk
food,fu:d,"n. 食物, 养料\n[医] 食物, 食品",zk
foot,fut,"n. 脚, 步调, 英尺, 底部, 末尾, 步兵\nvt. 走在...上, 给...换底, 支付\nvi. 跳舞, 步行, 总计",zk
football,'futbɒ:l,"n. 足球, 橄榄球",zk
for,fɒ:,"prep. 为, 因为, 至于\nconj. 因为\n[计] DOS批处理命令:对一组参数重复执行指定的命令",zk
force,fɒ:s,"n. 力量, 武力, 势力, 影响力, 军队, 力, 效力\nvt. 强迫, 强夺, 推动, 提高\n[计] 人工转移; 强制",zk
foreign,'fɒ:rin,"a. 外国的, 外交的, 外省的, 外来的, 不相关的\n[机] 外来的",zk
foreigner,'fɒ:rinә,"n. 外国人, 外地人\n[法] 外国人, 进口货, 外国货",zk
forest,'fɒrist,"n. 森林, 林区\nvt. 植树于",zk
forget,fә'get,"vt. 忘记, 忽略, 忘\nvi. 忘记",zk
fork,fɒ:k,"n. 叉子, 叉状物, 分岔\nvi. 分支, 分歧\nvt. 做成叉形, 叉起\n[计] 派生指令",zk
form,fɒ:m,"n. 形状, 形体, 类型, 方式, 表格, 形式\nv. 形成, 排列, (使)组成\nn. 表单\n[计] 表单",zk
forty,'fɒ:ti,"num. 四十, 四十个",zk
forward,'fɒ:wәd,"a. 向前的, 早的, 迅速的, 在前的, 进步的\nvt. 促进...的生长, 转寄, 运送\nadv. 向前地\n[计] 前推, 转信",zk
four,fɒ:,"num. 四, 四个\n[机] 四冲程循环",zk
fourteen,'fɒ:'ti:n,"num. 十四, 十四个",zk
fourth,fɒ:θ,"num. 第四, 四分之一",zk
fox,fɒks,"n. 狐狸, 狡猾的人\nvi. 奸狡地行动, (书页)生斑, 变酸\nvt. 欺骗, 使变酸, 为(鞋等)换面, 使生黄斑",zk
free,fri:,"a. 自由的, 享受政治权力的, 允许的, 免费的, 丰富的\nvt. 释放, 解放, 使自由\nadv. 自由地, 免费",zk
freeze,fri:z,"vi. 冻结, 冷冻, 僵硬, 楞住\nvt. 使结冰, 使冻住, 使呆住\nn. 结冰, 凝固\n[计] 冻结",zk
fresh,freʃ,"a. 新鲜的, 新奇的, 另外的, 淡的, 精神饱满的, 冒失的\nadv. 最新地, 刚刚\nn. 开始, 泛滥",zk
Friday,'fraidi,n. 星期五,zk
fridge,fridʒ,n. 电冰箱,zk
friend,frend,"n. 朋友, 支持者, 赞助者\n[法] 朋友, 友人, 赞助者",zk
friendly,'frendli,"a. 友好的, 亲切的, 互助的\nadv. 友善地, 温和地",zk
friendship,'frendʃip,"n. 友谊, 友爱, 友善",zk
frog,frɒg,"n. 青蛙\n[医] 蛙, 马蹄叉",zk
from,frɒm,"prep. 从, 来自, 根据",zk
front,frʌnt,"n. 前面, 开头, 前线, 阵线, 态度\nvt. 面对, 朝向, 对抗\nvi. 朝向",zk
fruit,fru:t,"n. 水果, 果类, 结果\n[医] 果实, 种实",zk
full,ful,"n. 全部, 完整\na. 充满的, 完全的, 丰富的, 完美的, 丰满的, 详尽的\nadv. 完全地, 整整, 十分\nvt. 把(衣服等)缝得宽松, 漂洗\n[计] 完整",zk
fun,fʌn,"n. 乐趣, 玩笑, 娱乐\nvi. 开玩笑\na. 供娱乐用的",zk
funny,'fʌni,"a. 好笑的, 有趣的, 滑稽的\nn. 滑稽人物",zk
furniture,'fәnitʃә,"n. 家具, 帆具",zk
future,'fju:tʃә,"n. 未来, 将来\na. 将来的, 未来的",zk
game,geim,"n. 比赛, 玩耍, 比分, 得胜, 比赛规则, 策略, 游戏, 野味\nvi. 赌博\na. 勇敢的, 有胆量的, 关于野味的, 跛的\n[计] 博弈; 对策",zk
garden,'gɑ:dn,"n. 花园, 果园, 菜园\nvi. 栽培花木\nvt. 造园\na. 花园的, 普通的",zk
gate,geit,"n. 门, 牌楼, 大门, 通道, 闸\nvt. 装门于\n[计] 门; 栅",zk
general,'dʒenәrәl,"n. 一般, 将军, 大体\na. 全面的, 大体的, 总的, 一般的, 普遍的\nn. 常规\n[计] 常规",zk
gentleman,'dʒentlmәn,"n. 绅士, 先生",zk
geography,dʒi'ɒgrәfi,"n. 地理学, 地理\n[医] 地理",zk
gesture,'dʒestʃә,"n. 手势, 姿态\nvi. 作手势, 作姿态",zk
get,get,"vt. 得到, 获得, 变成, 使得, 收获, 接通, 抓住, 染上\nvi. 到达, 成为, 变得\nn. (网球等)救球, 生殖, 幼兽\n[计] 取得指令, 获取文件",zk
gift,gift,"n. 礼物, 赠予, 天才\nvt. 赋予",zk
giraffe,dʒi'rɑ:f,"n. 长颈鹿, 鹿豹座",zk
girl,gә:l,"n. 女孩, 少女, 女佣",zk
give,giv,"n. 弹性, 适应性\nvt. 给, 授予, 供给, 产生, 发表, 付出, 献出, 让出\nvi. 捐赠, 支持不住, 让步",zk
glad,glæd,"a. 高兴的, 喜欢的, 情愿的",zk
glass,glɑ:s,"n. 玻璃, 玻璃杯, 透镜\nvt. 装玻璃于, 反射, 反映\nvi. 成玻璃状",zk
glove,glʌv,n. 手套\nvt. 给...戴手套,zk
go,gou,"vi. 去, 走, 达到, 运转, 查阅, 消失, 结束, 放弃, 花费, 流传, 趋于, 打算, 剩下\nvt. 以...打赌, 对付, 忍受, 出产, 为被捕者出(保释金)\nn. 去, 尝试, 进行",zk
goat,gәut,"n. 山羊, 替罪羊, 色鬼",zk
God,^ɔd,"n. 上帝, 神像, 偶像\nvt. 使神化",zk
gold,gәuld,"n. 黄金, 钱财, 金块, 金色, 宝贵\na. 金的, 似金的, 金色的, 金制的",zk
golden,'gәuldn,"a. 金的, 含金的, 金色的, 贵重的, 繁盛的\n[法] 金制的, 金色的, 兴隆的",zk
good,gud,"n. 善行, 好处, 利益\na. 好的, 优良的, 上等的, 愉快的, 有益的, 好心的, 慈善的, 虔诚的",zk
goodbye,gud'bai,interj. 再见,zk
goose,gu:s,"n. 鹅, 雌鹅, 鹅肉, 弯把熨斗\nvt. 与...性交, 突然加大油门, 使生色, 喝倒彩",zk
government,'gʌvәnmәnt,"n. 政府, 内阁\n[经] 政府, 政治, 政体",zk
grade,greid,"n. 等级, 年级, 阶段, 成绩, 程度, 坡度, 斜坡\nvt. 分等, 分级, 评分\nvi. 属于某等级, 逐渐变化",zk
grammar,'græmә,"n. 语法学, 入门书\n[计] 语法检查",zk
grandchild,'^rændtʃaild,"n. 孙, 外孙女, 外孙, 孙女, 孙子",zk
granddaughter,'^rændɔ:tә(r),"n. 孙女, 外孙女",zk
grandfather,'grændfɑ:ðә,"n. 祖父, 始祖\n[电] 原始资料组",zk
grandma,'grændmɑ:,"n. 奶奶, 外婆",zk
grandmother,'grændmʌðә,"n. 祖母, 女祖先",zk
grandpa,"'^rænpɑ:, '^rændpɑ:","爷爷, 老太爷, 外公",zk
grandparent,'grændperәnt,n. 祖父母,zk
grandson,'grændsʌn,"n. 孙子, 外孙",zk
granny,'^ræni,"n. 奶奶, 老奶奶, 老婆婆, 外婆, 婆婆妈妈的人, 唠叨挑剔的人, 接生婆",zk
grape,greip,"n. 葡萄, 葡萄树\n[医] 葡萄",zk
grass,græs,"n. 草, 草原, 牧场\n[医] 草, 禾本",zk
great,greit,"a. 大的, 非常的, 主要的, 重大的, 崇高的, 伟大的\nadv. 顺利地, 得意地\nn. 全部, 大人物, 大师",zk
